data_id,data,dia_semana,mes,ano
11840,2021-01-31,Sunday,January,2021
11841,2021-05-16,Sunday,May,2021
11842,2021-10-05,Tuesday,October,2021
11843,2021-05-23,Sunday,May,2021
11844,2022-07-12,Tuesday,July,2022
11845,2021-03-11,Thursday,March,2021
11846,2019-01-23,Wednesday,January,2019
11847,2019-03-12,Tuesday,March,2019
11848,2019-09-02,Monday,September,2019
11849,2023-03-21,Tuesday,March,2023
11850,2021-01-04,Monday,January,2021
11851,2019-05-07,Tuesday,May,2019
11852,2020-12-05,Saturday,December,2020
11853,2019-10-08,Tuesday,October,2019
11854,2018-12-23,Sunday,December,2018
11855,2021-09-29,Wednesday,September,2021
11856,2021-05-06,Thursday,May,2021
11857,2023-05-31,Wednesday,May,2023
11858,2022-08-25,Thursday,August,2022
11859,2023-07-01,Saturday,July,2023
11860,2020-06-14,Sunday,June,2020
11861,2021-06-10,Thursday,June,2021
11862,2019-09-26,Thursday,September,2019
11863,2019-04-17,Wednesday,April,2019
11864,2020-09-08,Tuesday,September,2020
11865,2020-04-27,Monday,April,2020
11866,2021-03-11,Thursday,March,2021
11867,2022-10-04,Tuesday,October,2022
11868,2022-05-10,Tuesday,May,2022
11869,2019-06-02,Sunday,June,2019
11870,2020-08-19,Wednesday,August,2020
11871,2023-05-14,Sunday,May,2023
11872,2018-11-20,Tuesday,November,2018
11873,2021-11-07,Sunday,November,2021
11874,2020-04-07,Tuesday,April,2020
11875,2019-10-28,Monday,October,2019
11876,2019-09-26,Thursday,September,2019
11877,2020-10-19,Monday,October,2020
11878,2020-05-16,Saturday,May,2020
11879,2019-04-05,Friday,April,2019
11880,2023-06-12,Monday,June,2023
11881,2023-03-14,Tuesday,March,2023
11882,2019-05-24,Friday,May,2019
11883,2021-06-24,Thursday,June,2021
11884,2019-11-29,Friday,November,2019
11885,2023-07-05,Wednesday,July,2023
11886,2021-09-07,Tuesday,September,2021
11887,2019-10-31,Thursday,October,2019
11888,2021-11-08,Monday,November,2021
11889,2021-11-12,Friday,November,2021
11890,2019-11-08,Friday,November,2019
11891,2021-04-27,Tuesday,April,2021
11892,2020-03-31,Tuesday,March,2020
11893,2018-08-29,Wednesday,August,2018
11894,2022-02-01,Tuesday,February,2022
11895,2023-01-28,Saturday,January,2023
11896,2023-07-25,Tuesday,July,2023
11897,2019-04-13,Saturday,April,2019
11898,2019-11-05,Tuesday,November,2019
11899,2023-06-30,Friday,June,2023
11900,2023-07-24,Monday,July,2023
11901,2022-07-15,Friday,July,2022
11902,2022-06-04,Saturday,June,2022
11903,2019-06-13,Thursday,June,2019
11904,2020-12-01,Tuesday,December,2020
11905,2021-04-24,Saturday,April,2021
11906,2023-04-13,Thursday,April,2023
11907,2018-10-30,Tuesday,October,2018
11908,2021-08-28,Saturday,August,2021
11909,2023-02-03,Friday,February,2023
11910,2021-06-04,Friday,June,2021
11911,2023-04-02,Sunday,April,2023
11912,2022-12-17,Saturday,December,2022
11913,2021-12-09,Thursday,December,2021
11914,2021-04-13,Tuesday,April,2021
11915,2019-03-04,Monday,March,2019
11916,2018-12-23,Sunday,December,2018
11917,2019-04-12,Friday,April,2019
11918,2020-05-30,Saturday,May,2020
11919,2018-09-02,Sunday,September,2018
11920,2021-04-24,Saturday,April,2021
11921,2022-07-12,Tuesday,July,2022
11922,2021-03-22,Monday,March,2021
11923,2022-02-03,Thursday,February,2022
11924,2021-07-04,Sunday,July,2021
11925,2020-09-17,Thursday,September,2020
11926,2021-06-01,Tuesday,June,2021
11927,2018-09-01,Saturday,September,2018
11928,2023-04-23,Sunday,April,2023
11929,2021-10-14,Thursday,October,2021
11930,2021-11-24,Wednesday,November,2021
11931,2020-04-20,Monday,April,2020
11932,2018-10-18,Thursday,October,2018
11933,2021-12-23,Thursday,December,2021
11934,2022-06-28,Tuesday,June,2022
11935,2023-01-09,Monday,January,2023
11936,2021-02-17,Wednesday,February,2021
11937,2020-02-25,Tuesday,February,2020
11938,2022-09-23,Friday,September,2022
11939,2020-06-04,Thursday,June,2020
11940,2023-05-03,Wednesday,May,2023
11941,2022-09-17,Saturday,September,2022
11942,2023-05-11,Thursday,May,2023
11943,2019-07-23,Tuesday,July,2019
11944,2022-09-17,Saturday,September,2022
11945,2022-11-04,Friday,November,2022
11946,2020-11-17,Tuesday,November,2020
11947,2023-07-01,Saturday,July,2023
11948,2021-11-25,Thursday,November,2021
11949,2018-09-19,Wednesday,September,2018
11950,2022-12-14,Wednesday,December,2022
11951,2020-08-23,Sunday,August,2020
11952,2022-08-13,Saturday,August,2022
11953,2020-06-24,Wednesday,June,2020
11954,2023-04-24,Monday,April,2023
11955,2022-01-22,Saturday,January,2022
11956,2022-01-01,Saturday,January,2022
11957,2019-11-07,Thursday,November,2019
11958,2020-02-25,Tuesday,February,2020
11959,2020-11-29,Sunday,November,2020
11960,2023-07-23,Sunday,July,2023
11961,2021-05-14,Friday,May,2021
11962,2019-12-16,Monday,December,2019
11963,2021-03-20,Saturday,March,2021
11964,2019-10-06,Sunday,October,2019
11965,2019-12-13,Friday,December,2019
11966,2019-04-21,Sunday,April,2019
11967,2022-04-15,Friday,April,2022
11968,2018-08-31,Friday,August,2018
11969,2021-11-23,Tuesday,November,2021
11970,2022-04-14,Thursday,April,2022
11971,2023-02-04,Saturday,February,2023
11972,2020-07-14,Tuesday,July,2020
11973,2022-11-12,Saturday,November,2022
11974,2019-03-16,Saturday,March,2019
11975,2021-04-03,Saturday,April,2021
11976,2019-01-13,Sunday,January,2019
11977,2020-10-17,Saturday,October,2020
11978,2020-10-10,Saturday,October,2020
11979,2022-12-17,Saturday,December,2022
11980,2021-03-04,Thursday,March,2021
11981,2022-08-28,Sunday,August,2022
11982,2019-04-03,Wednesday,April,2019
11983,2020-05-17,Sunday,May,2020
11984,2022-05-04,Wednesday,May,2022
11985,2020-07-28,Tuesday,July,2020
11986,2020-12-22,Tuesday,December,2020
11987,2020-04-09,Thursday,April,2020
11988,2019-02-03,Sunday,February,2019
11989,2021-05-20,Thursday,May,2021
11990,2020-12-19,Saturday,December,2020
11991,2019-08-05,Monday,August,2019
11992,2023-02-01,Wednesday,February,2023
11993,2019-11-05,Tuesday,November,2019
11994,2019-05-15,Wednesday,May,2019
11995,2019-09-21,Saturday,September,2019
11996,2020-12-22,Tuesday,December,2020
11997,2023-05-27,Saturday,May,2023
11998,2023-07-25,Tuesday,July,2023
11999,2023-02-06,Monday,February,2023
12000,2023-02-09,Thursday,February,2023
12001,2023-02-27,Monday,February,2023
12002,2022-08-19,Friday,August,2022
12003,2023-07-28,Friday,July,2023
12004,2018-09-03,Monday,September,2018
12005,2020-09-18,Friday,September,2020
12006,2020-05-07,Thursday,May,2020
12007,2018-12-11,Tuesday,December,2018
12008,2021-08-10,Tuesday,August,2021
12009,2021-03-02,Tuesday,March,2021
12010,2022-11-01,Tuesday,November,2022
12011,2021-03-12,Friday,March,2021
12012,2019-02-27,Wednesday,February,2019
12013,2019-05-23,Thursday,May,2019
12014,2023-07-25,Tuesday,July,2023
12015,2022-02-01,Tuesday,February,2022
12016,2022-09-08,Thursday,September,2022
12017,2019-06-03,Monday,June,2019
12018,2020-07-11,Saturday,July,2020
12019,2023-03-14,Tuesday,March,2023
12020,2023-07-01,Saturday,July,2023
12021,2019-11-16,Saturday,November,2019
12022,2022-07-18,Monday,July,2022
12023,2020-11-17,Tuesday,November,2020
12024,2020-03-29,Sunday,March,2020
12025,2022-11-11,Friday,November,2022
12026,2019-01-21,Monday,January,2019
12027,2018-09-01,Saturday,September,2018
12028,2019-07-05,Friday,July,2019
12029,2019-01-10,Thursday,January,2019
12030,2020-05-24,Sunday,May,2020
12031,2022-02-18,Friday,February,2022
12032,2021-11-24,Wednesday,November,2021
12033,2022-01-31,Monday,January,2022
12034,2020-07-04,Saturday,July,2020
12035,2021-03-19,Friday,March,2021
12036,2018-09-28,Friday,September,2018
12037,2019-02-09,Saturday,February,2019
12038,2023-01-31,Tuesday,January,2023
12039,2020-05-12,Tuesday,May,2020
12040,2019-11-30,Saturday,November,2019
12041,2023-02-27,Monday,February,2023
12042,2021-01-16,Saturday,January,2021
12043,2021-02-28,Sunday,February,2021
12044,2019-06-26,Wednesday,June,2019
12045,2021-07-22,Thursday,July,2021
12046,2022-03-09,Wednesday,March,2022
12047,2021-07-21,Wednesday,July,2021
12048,2023-06-30,Friday,June,2023
12049,2020-12-21,Monday,December,2020
12050,2018-12-04,Tuesday,December,2018
12051,2021-12-06,Monday,December,2021
12052,2018-12-01,Saturday,December,2018
12053,2018-11-13,Tuesday,November,2018
12054,2022-12-26,Monday,December,2022
12055,2023-03-19,Sunday,March,2023
12056,2021-11-20,Saturday,November,2021
12057,2020-06-01,Monday,June,2020
12058,2022-11-05,Saturday,November,2022
12059,2019-12-08,Sunday,December,2019
12060,2023-02-27,Monday,February,2023
12061,2018-09-22,Saturday,September,2018
12062,2022-05-21,Saturday,May,2022
12063,2022-11-06,Sunday,November,2022
12064,2018-09-06,Thursday,September,2018
12065,2019-01-18,Friday,January,2019
12066,2021-05-10,Monday,May,2021
12067,2022-01-31,Monday,January,2022
12068,2021-02-11,Thursday,February,2021
12069,2022-11-12,Saturday,November,2022
12070,2021-08-08,Sunday,August,2021
12071,2020-06-06,Saturday,June,2020
12072,2022-03-17,Thursday,March,2022
12073,2018-11-23,Friday,November,2018
12074,2022-06-25,Saturday,June,2022
12075,2022-11-21,Monday,November,2022
12076,2019-12-02,Monday,December,2019
12077,2022-09-12,Monday,September,2022
12078,2021-02-23,Tuesday,February,2021
12079,2023-05-17,Wednesday,May,2023
12080,2021-12-20,Monday,December,2021
12081,2023-07-20,Thursday,July,2023
12082,2020-12-06,Sunday,December,2020
12083,2021-04-24,Saturday,April,2021
12084,2023-06-04,Sunday,June,2023
12085,2019-10-31,Thursday,October,2019
12086,2022-01-06,Thursday,January,2022
12087,2019-03-01,Friday,March,2019
12088,2020-07-31,Friday,July,2020
12089,2021-03-21,Sunday,March,2021
12090,2018-10-29,Monday,October,2018
12091,2021-05-06,Thursday,May,2021
12092,2021-01-30,Saturday,January,2021
12093,2021-08-19,Thursday,August,2021
12094,2022-10-04,Tuesday,October,2022
12095,2019-01-21,Monday,January,2019
12096,2021-04-06,Tuesday,April,2021
12097,2023-05-27,Saturday,May,2023
12098,2022-03-11,Friday,March,2022
12099,2019-12-19,Thursday,December,2019
12100,2023-03-13,Monday,March,2023
12101,2021-12-30,Thursday,December,2021
12102,2019-07-07,Sunday,July,2019
12103,2019-02-24,Sunday,February,2019
12104,2020-08-21,Friday,August,2020
12105,2020-07-31,Friday,July,2020
12106,2020-03-19,Thursday,March,2020
12107,2020-09-23,Wednesday,September,2020
12108,2019-09-09,Monday,September,2019
12109,2019-09-26,Thursday,September,2019
12110,2019-06-12,Wednesday,June,2019
12111,2020-01-26,Sunday,January,2020
12112,2022-11-27,Sunday,November,2022
12113,2020-04-28,Tuesday,April,2020
12114,2019-11-17,Sunday,November,2019
12115,2020-07-23,Thursday,July,2020
12116,2020-09-06,Sunday,September,2020
12117,2022-05-12,Thursday,May,2022
12118,2019-01-10,Thursday,January,2019
12119,2023-03-24,Friday,March,2023
12120,2019-04-14,Sunday,April,2019
12121,2020-12-05,Saturday,December,2020
12122,2019-03-22,Friday,March,2019
12123,2021-02-06,Saturday,February,2021
12124,2019-10-06,Sunday,October,2019
12125,2020-10-21,Wednesday,October,2020
12126,2022-11-29,Tuesday,November,2022
12127,2019-09-03,Tuesday,September,2019
12128,2023-01-05,Thursday,January,2023
12129,2021-10-19,Tuesday,October,2021
12130,2019-10-17,Thursday,October,2019
12131,2022-11-09,Wednesday,November,2022
12132,2022-12-21,Wednesday,December,2022
12133,2019-04-27,Saturday,April,2019
12134,2020-02-07,Friday,February,2020
12135,2020-02-07,Friday,February,2020
12136,2022-11-25,Friday,November,2022
12137,2021-06-02,Wednesday,June,2021
12138,2023-06-03,Saturday,June,2023
12139,2019-05-01,Wednesday,May,2019
12140,2019-11-07,Thursday,November,2019
12141,2019-07-26,Friday,July,2019
12142,2022-02-03,Thursday,February,2022
12143,2019-07-30,Tuesday,July,2019
12144,2019-01-30,Wednesday,January,2019
12145,2021-02-09,Tuesday,February,2021
12146,2020-12-13,Sunday,December,2020
12147,2022-03-07,Monday,March,2022
12148,2022-04-08,Friday,April,2022
12149,2023-07-04,Tuesday,July,2023
12150,2021-06-27,Sunday,June,2021
12151,2020-07-29,Wednesday,July,2020
12152,2023-06-09,Friday,June,2023
12153,2021-07-19,Monday,July,2021
12154,2018-11-22,Thursday,November,2018
12155,2019-06-24,Monday,June,2019
12156,2023-07-22,Saturday,July,2023
12157,2022-07-03,Sunday,July,2022
12158,2021-10-03,Sunday,October,2021
12159,2022-11-02,Wednesday,November,2022
12160,2023-07-28,Friday,July,2023
12161,2019-10-17,Thursday,October,2019
12162,2019-05-14,Tuesday,May,2019
12163,2022-02-06,Sunday,February,2022
12164,2019-10-08,Tuesday,October,2019
12165,2022-01-08,Saturday,January,2022
12166,2021-06-18,Friday,June,2021
12167,2019-08-11,Sunday,August,2019
12168,2021-09-06,Monday,September,2021
12169,2022-07-08,Friday,July,2022
12170,2019-06-16,Sunday,June,2019
12171,2020-12-22,Tuesday,December,2020
12172,2023-03-21,Tuesday,March,2023
12173,2022-01-04,Tuesday,January,2022
12174,2022-03-07,Monday,March,2022
12175,2022-03-16,Wednesday,March,2022
12176,2022-03-09,Wednesday,March,2022
12177,2021-10-15,Friday,October,2021
12178,2018-12-12,Wednesday,December,2018
12179,2021-12-22,Wednesday,December,2021
12180,2022-07-31,Sunday,July,2022
12181,2019-03-09,Saturday,March,2019
12182,2019-09-17,Tuesday,September,2019
12183,2021-05-24,Monday,May,2021
12184,2019-05-06,Monday,May,2019
12185,2019-04-19,Friday,April,2019
12186,2020-04-02,Thursday,April,2020
12187,2019-10-21,Monday,October,2019
12188,2022-08-15,Monday,August,2022
12189,2022-01-18,Tuesday,January,2022
12190,2019-09-06,Friday,September,2019
12191,2019-10-16,Wednesday,October,2019
12192,2020-09-18,Friday,September,2020
12193,2019-04-03,Wednesday,April,2019
12194,2018-12-16,Sunday,December,2018
12195,2020-08-19,Wednesday,August,2020
12196,2021-01-07,Thursday,January,2021
12197,2021-11-26,Friday,November,2021
12198,2019-07-30,Tuesday,July,2019
12199,2019-01-17,Thursday,January,2019
12200,2020-09-17,Thursday,September,2020
12201,2019-09-21,Saturday,September,2019
12202,2021-08-30,Monday,August,2021
12203,2023-01-27,Friday,January,2023
12204,2019-09-19,Thursday,September,2019
12205,2021-02-23,Tuesday,February,2021
12206,2021-08-25,Wednesday,August,2021
12207,2020-09-22,Tuesday,September,2020
12208,2023-01-24,Tuesday,January,2023
12209,2022-06-19,Sunday,June,2022
12210,2021-11-08,Monday,November,2021
12211,2019-07-20,Saturday,July,2019
12212,2019-11-23,Saturday,November,2019
12213,2019-04-16,Tuesday,April,2019
12214,2022-07-17,Sunday,July,2022
12215,2020-02-28,Friday,February,2020
12216,2022-04-11,Monday,April,2022
12217,2019-12-17,Tuesday,December,2019
12218,2019-06-27,Thursday,June,2019
12219,2021-03-11,Thursday,March,2021
12220,2019-01-22,Tuesday,January,2019
12221,2020-03-05,Thursday,March,2020
12222,2020-01-25,Saturday,January,2020
12223,2020-08-19,Wednesday,August,2020
12224,2021-08-04,Wednesday,August,2021
12225,2022-11-14,Monday,November,2022
12226,2023-02-11,Saturday,February,2023
12227,2023-06-05,Monday,June,2023
12228,2021-06-07,Monday,June,2021
12229,2020-02-23,Sunday,February,2020
12230,2022-03-17,Thursday,March,2022
12231,2020-03-17,Tuesday,March,2020
12232,2020-10-04,Sunday,October,2020
12233,2021-09-03,Friday,September,2021
12234,2023-04-06,Thursday,April,2023
12235,2019-06-30,Sunday,June,2019
12236,2021-06-04,Friday,June,2021
12237,2019-04-23,Tuesday,April,2019
12238,2023-01-11,Wednesday,January,2023
12239,2020-09-27,Sunday,September,2020
12240,2022-07-21,Thursday,July,2022
12241,2020-11-14,Saturday,November,2020
12242,2020-08-31,Monday,August,2020
12243,2023-08-09,Wednesday,August,2023
12244,2022-06-11,Saturday,June,2022
12245,2020-11-19,Thursday,November,2020
12246,2019-01-16,Wednesday,January,2019
12247,2020-10-27,Tuesday,October,2020
12248,2023-07-14,Friday,July,2023
12249,2019-07-02,Tuesday,July,2019
12250,2021-10-29,Friday,October,2021
12251,2023-03-31,Friday,March,2023
12252,2019-10-07,Monday,October,2019
12253,2020-12-12,Saturday,December,2020
12254,2021-10-15,Friday,October,2021
12255,2018-08-24,Friday,August,2018
12256,2019-10-25,Friday,October,2019
12257,2021-10-12,Tuesday,October,2021
12258,2021-12-26,Sunday,December,2021
12259,2019-04-08,Monday,April,2019
12260,2021-05-11,Tuesday,May,2021
12261,2022-07-06,Wednesday,July,2022
12262,2022-01-18,Tuesday,January,2022
12263,2019-07-09,Tuesday,July,2019
12264,2021-10-23,Saturday,October,2021
12265,2022-03-22,Tuesday,March,2022
12266,2020-10-31,Saturday,October,2020
12267,2022-02-18,Friday,February,2022
12268,2019-09-12,Thursday,September,2019
12269,2020-11-29,Sunday,November,2020
12270,2019-12-06,Friday,December,2019
12271,2020-04-23,Thursday,April,2020
12272,2022-03-12,Saturday,March,2022
12273,2020-06-05,Friday,June,2020
12274,2018-12-19,Wednesday,December,2018
12275,2021-04-27,Tuesday,April,2021
12276,2019-04-30,Tuesday,April,2019
12277,2021-03-03,Wednesday,March,2021
12278,2021-05-02,Sunday,May,2021
12279,2023-02-04,Saturday,February,2023
12280,2022-10-28,Friday,October,2022
12281,2020-12-07,Monday,December,2020
12282,2021-07-22,Thursday,July,2021
12283,2020-12-20,Sunday,December,2020
12284,2019-02-07,Thursday,February,2019
12285,2020-09-18,Friday,September,2020
12286,2019-09-22,Sunday,September,2019
12287,2020-01-19,Sunday,January,2020
12288,2019-05-07,Tuesday,May,2019
12289,2020-08-08,Saturday,August,2020
12290,2018-11-16,Friday,November,2018
12291,2020-11-17,Tuesday,November,2020
12292,2021-08-21,Saturday,August,2021
12293,2021-04-23,Friday,April,2021
12294,2021-11-26,Friday,November,2021
12295,2021-02-09,Tuesday,February,2021
12296,2023-02-13,Monday,February,2023
12297,2019-01-21,Monday,January,2019
12298,2021-09-18,Saturday,September,2021
12299,2023-02-08,Wednesday,February,2023
12300,2019-01-19,Saturday,January,2019
12301,2020-02-05,Wednesday,February,2020
12302,2020-12-26,Saturday,December,2020
12303,2023-08-14,Monday,August,2023
12304,2019-03-08,Friday,March,2019
12305,2018-10-02,Tuesday,October,2018
12306,2022-01-06,Thursday,January,2022
12307,2020-06-20,Saturday,June,2020
12308,2022-06-06,Monday,June,2022
12309,2023-08-09,Wednesday,August,2023
12310,2020-05-10,Sunday,May,2020
12311,2021-08-07,Saturday,August,2021
12312,2019-03-21,Thursday,March,2019
12313,2023-05-23,Tuesday,May,2023
12314,2019-07-29,Monday,July,2019
12315,2023-01-18,Wednesday,January,2023
12316,2020-12-21,Monday,December,2020
12317,2019-01-20,Sunday,January,2019
12318,2020-03-04,Wednesday,March,2020
12319,2019-10-09,Wednesday,October,2019
12320,2022-05-30,Monday,May,2022
12321,2020-12-22,Tuesday,December,2020
12322,2021-12-11,Saturday,December,2021
12323,2020-05-06,Wednesday,May,2020
12324,2020-06-20,Saturday,June,2020
12325,2020-07-14,Tuesday,July,2020
12326,2022-01-06,Thursday,January,2022
12327,2020-06-15,Monday,June,2020
12328,2023-07-18,Tuesday,July,2023
12329,2022-11-23,Wednesday,November,2022
12330,2022-09-05,Monday,September,2022
12331,2019-02-13,Wednesday,February,2019
12332,2020-01-05,Sunday,January,2020
12333,2019-07-19,Friday,July,2019
12334,2020-01-10,Friday,January,2020
12335,2023-04-01,Saturday,April,2023
12336,2020-08-08,Saturday,August,2020
12337,2022-07-16,Saturday,July,2022
12338,2021-03-06,Saturday,March,2021
12339,2023-02-28,Tuesday,February,2023
12340,2018-11-30,Friday,November,2018
12341,2023-02-15,Wednesday,February,2023
12342,2023-05-25,Thursday,May,2023
12343,2019-10-19,Saturday,October,2019
12344,2020-06-02,Tuesday,June,2020
12345,2020-02-15,Saturday,February,2020
12346,2022-10-17,Monday,October,2022
12347,2022-09-17,Saturday,September,2022
12348,2022-06-20,Monday,June,2022
12349,2023-01-10,Tuesday,January,2023
12350,2022-08-10,Wednesday,August,2022
12351,2019-01-15,Tuesday,January,2019
12352,2021-09-13,Monday,September,2021
12353,2020-04-01,Wednesday,April,2020
12354,2020-11-16,Monday,November,2020
12355,2020-10-02,Friday,October,2020
12356,2021-10-19,Tuesday,October,2021
12357,2018-12-02,Sunday,December,2018
12358,2022-12-09,Friday,December,2022
12359,2020-05-04,Monday,May,2020
12360,2022-05-26,Thursday,May,2022
12361,2019-01-04,Friday,January,2019
12362,2019-04-06,Saturday,April,2019
12363,2020-01-14,Tuesday,January,2020
12364,2021-08-08,Sunday,August,2021
12365,2023-05-06,Saturday,May,2023
12366,2020-07-24,Friday,July,2020
12367,2018-09-03,Monday,September,2018
12368,2020-06-23,Tuesday,June,2020
12369,2020-12-13,Sunday,December,2020
12370,2021-11-15,Monday,November,2021
12371,2020-08-09,Sunday,August,2020
12372,2019-01-14,Monday,January,2019
12373,2023-02-15,Wednesday,February,2023
12374,2023-02-10,Friday,February,2023
12375,2018-12-02,Sunday,December,2018
12376,2022-11-23,Wednesday,November,2022
12377,2021-04-24,Saturday,April,2021
12378,2023-01-07,Saturday,January,2023
12379,2022-02-20,Sunday,February,2022
12380,2021-01-31,Sunday,January,2021
12381,2022-06-03,Friday,June,2022
12382,2021-10-21,Thursday,October,2021
12383,2019-09-04,Wednesday,September,2019
12384,2023-05-15,Monday,May,2023
12385,2023-07-13,Thursday,July,2023
12386,2023-02-20,Monday,February,2023
12387,2021-12-25,Saturday,December,2021
12388,2023-08-15,Tuesday,August,2023
12389,2018-10-21,Sunday,October,2018
12390,2021-12-03,Friday,December,2021
12391,2021-08-13,Friday,August,2021
12392,2019-12-08,Sunday,December,2019
12393,2019-07-19,Friday,July,2019
12394,2022-06-24,Friday,June,2022
12395,2022-05-30,Monday,May,2022
12396,2021-12-20,Monday,December,2021
12397,2019-09-11,Wednesday,September,2019
12398,2023-02-08,Wednesday,February,2023
12399,2022-09-01,Thursday,September,2022
12400,2020-03-23,Monday,March,2020
12401,2020-12-21,Monday,December,2020
12402,2022-07-31,Sunday,July,2022
12403,2019-09-26,Thursday,September,2019
12404,2020-07-23,Thursday,July,2020
12405,2022-08-23,Tuesday,August,2022
12406,2020-10-25,Sunday,October,2020
12407,2020-09-21,Monday,September,2020
12408,2022-01-10,Monday,January,2022
12409,2021-02-11,Thursday,February,2021
12410,2022-05-05,Thursday,May,2022
12411,2020-02-13,Thursday,February,2020
12412,2020-01-21,Tuesday,January,2020
12413,2022-02-18,Friday,February,2022
12414,2021-01-03,Sunday,January,2021
12415,2022-03-19,Saturday,March,2022
12416,2020-07-15,Wednesday,July,2020
12417,2019-02-24,Sunday,February,2019
12418,2020-08-05,Wednesday,August,2020
12419,2020-09-25,Friday,September,2020
12420,2023-04-05,Wednesday,April,2023
12421,2022-08-12,Friday,August,2022
12422,2021-11-26,Friday,November,2021
12423,2023-06-08,Thursday,June,2023
12424,2020-12-07,Monday,December,2020
12425,2022-01-22,Saturday,January,2022
12426,2020-10-03,Saturday,October,2020
12427,2022-10-22,Saturday,October,2022
12428,2022-09-17,Saturday,September,2022
12429,2020-02-17,Monday,February,2020
12430,2020-05-25,Monday,May,2020
12431,2019-10-05,Saturday,October,2019
12432,2019-01-02,Wednesday,January,2019
12433,2022-01-16,Sunday,January,2022
12434,2022-04-08,Friday,April,2022
12435,2021-12-13,Monday,December,2021
12436,2019-11-12,Tuesday,November,2019
12437,2020-04-21,Tuesday,April,2020
12438,2018-09-27,Thursday,September,2018
12439,2019-11-12,Tuesday,November,2019
12440,2019-12-24,Tuesday,December,2019
12441,2018-12-14,Friday,December,2018
12442,2019-09-08,Sunday,September,2019
12443,2020-11-02,Monday,November,2020
12444,2019-05-23,Thursday,May,2019
12445,2021-03-29,Monday,March,2021
12446,2019-07-27,Saturday,July,2019
12447,2019-02-20,Wednesday,February,2019
12448,2020-01-04,Saturday,January,2020
12449,2020-11-28,Saturday,November,2020
12450,2022-11-27,Sunday,November,2022
12451,2019-01-10,Thursday,January,2019
12452,2023-07-29,Saturday,July,2023
12453,2019-12-03,Tuesday,December,2019
12454,2020-05-11,Monday,May,2020
12455,2020-08-24,Monday,August,2020
12456,2022-03-29,Tuesday,March,2022
12457,2022-08-12,Friday,August,2022
12458,2022-02-18,Friday,February,2022
12459,2022-11-30,Wednesday,November,2022
12460,2021-11-17,Wednesday,November,2021
12461,2020-04-26,Sunday,April,2020
12462,2018-09-23,Sunday,September,2018
12463,2019-02-13,Wednesday,February,2019
12464,2020-08-13,Thursday,August,2020
12465,2022-01-05,Wednesday,January,2022
12466,2021-08-01,Sunday,August,2021
12467,2021-04-12,Monday,April,2021
12468,2023-01-05,Thursday,January,2023
12469,2022-06-07,Tuesday,June,2022
12470,2022-06-16,Thursday,June,2022
12471,2018-10-22,Monday,October,2018
12472,2022-03-09,Wednesday,March,2022
12473,2020-03-10,Tuesday,March,2020
12474,2023-05-28,Sunday,May,2023
12475,2021-06-20,Sunday,June,2021
12476,2023-08-08,Tuesday,August,2023
12477,2023-04-06,Thursday,April,2023
12478,2018-11-19,Monday,November,2018
12479,2022-09-18,Sunday,September,2022
12480,2021-07-04,Sunday,July,2021
12481,2021-02-24,Wednesday,February,2021
12482,2023-04-12,Wednesday,April,2023
12483,2020-06-25,Thursday,June,2020
12484,2021-02-09,Tuesday,February,2021
12485,2019-04-20,Saturday,April,2019
12486,2022-05-20,Friday,May,2022
12487,2021-09-13,Monday,September,2021
12488,2022-07-22,Friday,July,2022
12489,2020-07-14,Tuesday,July,2020
12490,2021-06-02,Wednesday,June,2021
12491,2021-02-13,Saturday,February,2021
12492,2022-05-28,Saturday,May,2022
12493,2021-02-03,Wednesday,February,2021
12494,2019-09-18,Wednesday,September,2019
12495,2023-06-04,Sunday,June,2023
12496,2020-10-28,Wednesday,October,2020
12497,2020-04-13,Monday,April,2020
12498,2019-09-12,Thursday,September,2019
12499,2019-02-12,Tuesday,February,2019
12500,2021-05-22,Saturday,May,2021
12501,2020-09-29,Tuesday,September,2020
12502,2020-03-02,Monday,March,2020
12503,2020-03-21,Saturday,March,2020
12504,2020-12-09,Wednesday,December,2020
12505,2023-04-02,Sunday,April,2023
12506,2019-08-01,Thursday,August,2019
12507,2021-04-18,Sunday,April,2021
12508,2019-10-22,Tuesday,October,2019
12509,2020-06-14,Sunday,June,2020
12510,2020-03-06,Friday,March,2020
12511,2022-11-22,Tuesday,November,2022
12512,2021-01-19,Tuesday,January,2021
12513,2023-01-31,Tuesday,January,2023
12514,2019-08-19,Monday,August,2019
12515,2019-07-25,Thursday,July,2019
12516,2018-12-19,Wednesday,December,2018
12517,2020-09-25,Friday,September,2020
12518,2019-10-13,Sunday,October,2019
12519,2020-04-17,Friday,April,2020
12520,2020-06-07,Sunday,June,2020
12521,2023-04-25,Tuesday,April,2023
12522,2019-07-08,Monday,July,2019
12523,2020-05-09,Saturday,May,2020
12524,2023-03-01,Wednesday,March,2023
12525,2021-02-06,Saturday,February,2021
12526,2020-12-10,Thursday,December,2020
12527,2023-03-06,Monday,March,2023
12528,2019-07-22,Monday,July,2019
12529,2021-04-07,Wednesday,April,2021
12530,2022-02-05,Saturday,February,2022
12531,2022-11-26,Saturday,November,2022
12532,2019-09-02,Monday,September,2019
12533,2018-11-18,Sunday,November,2018
12534,2023-07-30,Sunday,July,2023
12535,2022-05-15,Sunday,May,2022
12536,2023-04-09,Sunday,April,2023
12537,2020-04-11,Saturday,April,2020
